admin_code	name	name_en
US.VA.041	Chesterfield County	Chesterfield County
US.VA.043	Clarke County	Clarke County
US.VA.570	City of Colonial Heights	City of Colonial Heights
US.VA.580	City of Covington	City of Covington
US.VA.045	Craig County	Craig County
US.VA.047	Culpeper County	Culpeper County
US.VA.049	Cumberland County	Cumberland County
US.VA.590	City of Danville	City of Danville
US.VA.051	Dickenson County	Dickenson County
US.VA.053	Dinwiddie County	Dinwiddie County
US.VA.595	City of Emporia	City of Emporia
US.VA.057	Essex County	Essex County
US.VA.059	Fairfax County	Fairfax County
US.VA.600	City of Fairfax	City of Fairfax
US.VA.610	City of Falls Church	City of Falls Church
US.VA.061	Fauquier County	Fauquier County
US.VA.063	Floyd County	Floyd County
US.VA.065	Fluvanna County	Fluvanna County
US.VA.067	Franklin County	Franklin County
US.VA.620	City of Franklin	City of Franklin
US.VA.069	Frederick County	Frederick County
US.VA.630	City of Fredericksburg	City of Fredericksburg
US.VA.640	City of Galax	City of Galax
US.VA.071	Giles County	Giles County
US.VA.073	Gloucester County	Gloucester County
US.VA.075	Goochland County	Goochland County
US.VA.077	Grayson County	Grayson County
US.VA.079	Greene County	Greene County
US.VA.081	Greensville County	Greensville County
US.VA.083	Halifax County	Halifax County
US.VA.650	City of Hampton	City of Hampton
US.VA.085	Hanover County	Hanover County
US.VA.660	City of Harrisonburg	City of Harrisonburg
US.VA.087	Henrico County	Henrico County
US.VA.089	Henry County	Henry County
US.VA.091	Highland County	Highland County
US.VA.670	City of Hopewell	City of Hopewell
US.VA.093	Isle of Wight County	Isle of Wight County
US.VA.095	James City County	James City County
US.VA.099	King George County	King George County
US.VA.101	King William County	King William County
US.VA.097	King and Queen County	King and Queen County
US.VA.103	Lancaster County	Lancaster County
US.VA.105	Lee County	Lee County
US.VA.678	City of Lexington	City of Lexington
US.VA.107	Loudoun County	Loudoun County
US.VA.109	Louisa County	Louisa County
US.VA.111	Lunenburg County	Lunenburg County
US.VA.680	City of Lynchburg	City of Lynchburg
US.VA.113	Madison County	Madison County
US.VA.685	City of Manassas Park	City of Manassas Park
US.VA.683	City of Manassas	City of Manassas
US.VA.690	City of Martinsville	City of Martinsville
US.VA.115	Mathews County	Mathews County
US.VA.117	Mecklenburg County	Mecklenburg County
US.VA.119	Middlesex County	Middlesex County
US.VA.121	Montgomery County	Montgomery County
US.VA.125	Nelson County	Nelson County
US.VA.127	New Kent County	New Kent County
US.VA.700	City of Newport News	City of Newport News
US.VA.710	City of Norfolk	City of Norfolk
US.VA.131	Northampton County	Northampton County
US.VA.133	Northumberland County	Northumberland County
US.VA.720	City of Norton	City of Norton
US.VA.135	Nottoway County	Nottoway County
US.VA.137	Orange County	Orange County
US.VA.139	Page County	Page County
US.VA.141	Patrick County	Patrick County
US.VA.730	City of Petersburg	City of Petersburg
US.VA.143	Pittsylvania County	Pittsylvania County
US.VA.735	City of Poquoson	City of Poquoson
US.VA.740	City of Portsmouth	City of Portsmouth
US.VA.145	Powhatan County	Powhatan County
US.VA.147	Prince Edward County	Prince Edward County
US.VA.149	Prince George County	Prince George County
US.VA.153	Prince William County	Prince William County
US.VA.155	Pulaski County	Pulaski County
US.VA.750	City of Radford	City of Radford
US.VA.157	Rappahannock County	Rappahannock County
US.VA.159	Richmond County	Richmond County
US.VA.760	City of Richmond	City of Richmond
US.VA.161	Roanoke County	Roanoke County
US.VA.770	City of Roanoke	City of Roanoke
US.VA.163	Rockbridge County	Rockbridge County
US.VA.165	Rockingham County	Rockingham County
US.VA.167	Russell County	Russell County
US.VA.775	City of Salem	City of Salem
US.VA.169	Scott County	Scott County
US.VA.171	Shenandoah County	Shenandoah County
US.VA.173	Smyth County	Smyth County
US.VA.175	Southampton County	Southampton County
US.VA.177	Spotsylvania County	Spotsylvania County
US.VA.179	Stafford County	Stafford County
US.VA.790	City of Staunton	City of Staunton
US.VA.800	City of Suffolk	City of Suffolk
US.VA.181	Surry County	Surry County
US.VA.183	Sussex County	Sussex County
US.VA.185	Tazewell County	Tazewell County
US.VA.810	City of Virginia Beach	City of Virginia Beach
US.VA.187	Warren County	Warren County
US.VA.191	Washington County	Washington County
US.VA.820	City of Waynesboro	City of Waynesboro
US.VA.193	Westmoreland County	Westmoreland County
US.VA.830	City of Williamsburg	City of Williamsburg
US.VA.840	City of Winchester	City of Winchester
US.VA.195	Wise County	Wise County
US.VA.197	Wythe County	Wythe County
US.VA.199	York County	York County
US.WV.001	Barbour County	Barbour County
US.WV.003	Berkeley County	Berkeley County
US.WV.005	Boone County	Boone County
US.WV.007	Braxton County	Braxton County
US.WV.011	Cabell County	Cabell County
US.WV.013	Calhoun County	Calhoun County
US.WV.015	Clay County	Clay County
US.WV.017	Doddridge County	Doddridge County
US.WV.019	Fayette County	Fayette County
US.WV.021	Gilmer County	Gilmer County
US.WV.023	Grant County	Grant County
US.WV.025	Greenbrier County	Greenbrier County
US.WV.027	Hampshire County	Hampshire County
US.WV.031	Hardy County	Hardy County
US.WV.033	Harrison County	Harrison County
US.WV.035	Jackson County	Jackson County
US.WV.037	Jefferson County	Jefferson County
US.WV.039	Kanawha County	Kanawha County
US.WV.041	Lewis County	Lewis County
US.WV.043	Lincoln County	Lincoln County
US.WV.045	Logan County	Logan County
US.WV.049	Marion County	Marion County
US.WV.051	Marshall County	Marshall County
US.WV.053	Mason County	Mason County
US.WV.047	McDowell County	McDowell County
US.WV.055	Mercer County	Mercer County
US.WV.057	Mineral County	Mineral County
US.WV.059	Mingo County	Mingo County
US.WV.061	Monongalia County	Monongalia County
US.WV.063	Monroe County	Monroe County
US.WV.065	Morgan County	Morgan County
US.WV.067	Nicholas County	Nicholas County
US.WV.071	Pendleton County	Pendleton County
US.WV.073	Pleasants County	Pleasants County
US.WV.075	Pocahontas County	Pocahontas County
US.WV.077	Preston County	Preston County
US.WV.079	Putnam County	Putnam County
US.WV.081	Raleigh County	Raleigh County
US.WV.083	Randolph County	Randolph County
US.WV.085	Ritchie County	Ritchie County
US.WV.087	Roane County	Roane County
US.WV.089	Summers County	Summers County
US.WV.091	Taylor County	Taylor County
US.WV.093	Tucker County	Tucker County
US.WV.095	Tyler County	Tyler County
US.WV.097	Upshur County	Upshur County
US.WV.099	Wayne County	Wayne County
US.WV.101	Webster County	Webster County
US.WV.103	Wetzel County	Wetzel County
US.WV.105	Wirt County	Wirt County
US.WV.107	Wood County	Wood County
US.WV.109	Wyoming County	Wyoming County
US.TN.003	Bedford County	Bedford County
US.AL.001	Autauga County	Autauga County
US.AL.003	Baldwin County	Baldwin County
US.AL.005	Barbour County	Barbour County
US.IA.095	Iowa County	Iowa County
US.CT.001	Fairfield County	Fairfield County
US.CT.003	Hartford County	Hartford County
US.CT.005	Litchfield County	Litchfield County
US.CT.007	Middlesex County	Middlesex County
US.CT.009	New Haven County	New Haven County
US.CT.011	New London County	New London County
US.CT.013	Tolland County	Tolland County
US.CT.015	Windham County	Windham County
US.IA.001	Adair County	Adair County
US.IA.003	Adams County	Adams County
US.IA.005	Allamakee County	Allamakee County
US.IA.007	Appanoose County	Appanoose County
US.IA.009	Audubon County	Audubon County
US.IA.011	Benton County	Benton County
US.IA.013	Black Hawk County	Black Hawk County
US.IA.015	Boone County	Boone County
US.IA.017	Bremer County	Bremer County
US.IA.019	Buchanan County	Buchanan County
US.IA.021	Buena Vista County	Buena Vista County
US.IA.023	Butler County	Butler County
US.IA.025	Calhoun County	Calhoun County
US.IA.027	Carroll County	Carroll County
US.IA.029	Cass County	Cass County
US.IA.031	Cedar County	Cedar County
US.IA.033	Cerro Gordo County	Cerro Gordo County
US.IA.035	Cherokee County	Cherokee County
US.IA.037	Chickasaw County	Chickasaw County
US.IA.039	Clarke County	Clarke County
US.IA.041	Clay County	Clay County
US.IA.043	Clayton County	Clayton County
US.IA.045	Clinton County	Clinton County
US.IA.047	Crawford County	Crawford County
US.IA.049	Dallas County	Dallas County
US.IA.051	Davis County	Davis County
US.IA.053	Decatur County	Decatur County
US.IA.055	Delaware County	Delaware County
US.IA.057	Des Moines County	Des Moines County
US.IA.059	Dickinson County	Dickinson County
US.IA.061	Dubuque County	Dubuque County
US.IA.063	Emmet County	Emmet County
US.IA.065	Fayette County	Fayette County
US.IA.067	Floyd County	Floyd County
US.IA.069	Franklin County	Franklin County
US.IA.071	Fremont County	Fremont County
US.IA.073	Greene County	Greene County
US.IA.075	Grundy County	Grundy County
US.IA.077	Guthrie County	Guthrie County
US.IA.079	Hamilton County	Hamilton County
US.IA.081	Hancock County	Hancock County
US.IA.083	Hardin County	Hardin County
US.IA.085	Harrison County	Harrison County
US.IA.087	Henry County	Henry County
US.IA.089	Howard County	Howard County
US.IA.091	Humboldt County	Humboldt County
US.IA.093	Ida County	Ida County
US.IA.097	Jackson County	Jackson County
US.IA.099	Jasper County	Jasper County
US.IA.101	Jefferson County	Jefferson County
US.IA.103	Johnson County	Johnson County
US.IA.105	Jones County	Jones County
US.IA.107	Keokuk County	Keokuk County
US.IA.109	Kossuth County	Kossuth County
US.IA.111	Lee County	Lee County
US.IA.113	Linn County	Linn County
US.IA.115	Louisa County	Louisa County
US.IA.117	Lucas County	Lucas County
US.IA.119	Lyon County	Lyon County
US.IA.121	Madison County	Madison County
US.IA.123	Mahaska County	Mahaska County
US.IA.125	Marion County	Marion County
US.IA.127	Marshall County	Marshall County
US.IA.129	Mills County	Mills County
US.IA.131	Mitchell County	Mitchell County
US.IA.133	Monona County	Monona County
US.IA.135	Monroe County	Monroe County
US.IA.137	Montgomery County	Montgomery County
US.IA.139	Muscatine County	Muscatine County
US.IA.141	O'Brien County	O'Brien County
US.IA.143	Osceola County	Osceola County
US.IA.145	Page County	Page County
US.IA.147	Palo Alto County	Palo Alto County
US.IA.149	Plymouth County	Plymouth County
US.IA.151	Pocahontas County	Pocahontas County
US.IA.153	Polk County	Polk County
US.IA.155	Pottawattamie County	Pottawattamie County
US.IA.157	Poweshiek County	Poweshiek County
US.IA.159	Ringgold County	Ringgold County
US.IA.161	Sac County	Sac County
US.IA.163	Scott County	Scott County
US.IA.165	Shelby County	Shelby County
US.IA.167	Sioux County	Sioux County
US.IA.169	Story County	Story County
US.IA.171	Tama County	Tama County
US.IA.173	Taylor County	Taylor County
US.IA.175	Union County	Union County
US.IA.177	Van Buren County	Van Buren County
US.IA.179	Wapello County	Wapello County
US.IA.181	Warren County	Warren County
US.IA.183	Washington County	Washington County
US.IA.185	Wayne County	Wayne County
US.IA.187	Webster County	Webster County
US.IA.189	Winnebago County	Winnebago County
US.IA.191	Winneshiek County	Winneshiek County
US.IA.193	Woodbury County	Woodbury County
US.IA.197	Wright County	Wright County
US.IA.195	Worth County	Worth County
US.IL.007	Boone County	Boone County
US.IL.011	Bureau County	Bureau County
US.IL.015	Carroll County	Carroll County
US.IL.019	Champaign County	Champaign County
US.IL.031	Cook County	Cook County
US.IL.039	De Witt County	De Witt County
US.IL.037	DeKalb County	DeKalb County
US.IL.043	DuPage County	DuPage County
US.IL.053	Ford County	Ford County
US.IL.057	Fulton County	Fulton County
US.IL.063	Grundy County	Grundy County
US.IL.067	Hancock County	Hancock County
US.IL.071	Henderson County	Henderson County
US.IL.073	Henry County	Henry County
US.IL.075	Iroquois County	Iroquois County
US.IL.085	Jo Daviess County	Jo Daviess County
US.IL.089	Kane County	Kane County
US.IL.091	Kankakee County	Kankakee County
US.IL.093	Kendall County	Kendall County
US.IL.095	Knox County	Knox County
US.IL.099	LaSalle County	LaSalle County
US.IL.097	Lake County	Lake County
US.IL.103	Lee County	Lee County
US.IL.105	Livingston County	Livingston County
US.IL.107	Logan County	Logan County
US.IL.123	Marshall County	Marshall County
US.IL.125	Mason County	Mason County
US.IL.109	McDonough County	McDonough County
US.IL.111	McHenry County	McHenry County
US.IL.113	McLean County	McLean County
US.IL.129	Menard County	Menard County
US.IL.131	Mercer County	Mercer County
US.IL.141	Ogle County	Ogle County
US.IL.143	Peoria County	Peoria County
US.IL.147	Piatt County	Piatt County
US.IL.155	Putnam County	Putnam County
US.IL.161	Rock Island County	Rock Island County
US.IL.169	Schuyler County	Schuyler County
US.IL.175	Stark County	Stark County
US.IL.177	Stephenson County	Stephenson County
US.IL.179	Tazewell County	Tazewell County
US.IL.183	Vermilion County	Vermilion County
US.IL.187	Warren County	Warren County
US.IL.195	Whiteside County	Whiteside County
US.IL.197	Will County	Will County
US.IL.201	Winnebago County	Winnebago County
US.IL.203	Woodford County	Woodford County
US.IN.001	Adams County	Adams County
US.IN.003	Allen County	Allen County
US.IN.007	Benton County	Benton County
US.IN.009	Blackford County	Blackford County
US.IN.011	Boone County	Boone County
US.IN.015	Carroll County	Carroll County
US.IN.017	Cass County	Cass County
US.IN.023	Clinton County	Clinton County
US.IN.033	DeKalb County	DeKalb County
US.IN.035	Delaware County	Delaware County
US.IN.039	Elkhart County	Elkhart County
US.IN.045	Fountain County	Fountain County
US.IN.049	Fulton County	Fulton County
US.IN.053	Grant County	Grant County
US.IN.057	Hamilton County	Hamilton County
US.IN.067	Howard County	Howard County
US.IN.069	Huntington County	Huntington County
US.IN.073	Jasper County	Jasper County
US.IN.075	Jay County	Jay County
US.IN.085	Kosciusko County	Kosciusko County
US.IN.087	LaGrange County	LaGrange County
US.IN.091	LaPorte County	LaPorte County
US.IN.089	Lake County	Lake County
US.IN.095	Madison County	Madison County
US.IN.099	Marshall County	Marshall County
US.IN.103	Miami County	Miami County
US.IN.107	Montgomery County	Montgomery County
US.IN.111	Newton County	Newton County
US.IN.113	Noble County	Noble County
US.IN.127	Porter County	Porter County
US.IN.131	Pulaski County	Pulaski County
US.IN.135	Randolph County	Randolph County
US.IN.141	Saint Joseph County	Saint Joseph County
US.IN.149	Starke County	Starke County
US.IN.151	Steuben County	Steuben County
US.IN.157	Tippecanoe County	Tippecanoe County
US.IN.159	Tipton County	Tipton County
US.IN.169	Wabash County	Wabash County
US.IN.171	Warren County	Warren County
US.IN.179	Wells County	Wells County
US.IN.181	White County	White County
US.IN.183	Whitley County	Whitley County
US.MA.001	Barnstable County	Barnstable County
US.MA.003	Berkshire County	Berkshire County
US.MA.005	Bristol County	Bristol County
US.MA.007	Dukes County	Dukes County
US.MA.009	Essex County	Essex County
US.MA.011	Franklin County	Franklin County
US.MA.013	Hampden County	Hampden County
US.MA.015	Hampshire County	Hampshire County
US.MA.017	Middlesex County	Middlesex County
US.MA.019	Nantucket County	Nantucket County
US.MA.021	Norfolk County	Norfolk County
US.MA.023	Plymouth County	Plymouth County
US.MA.025	Suffolk County	Suffolk County
US.MA.027	Worcester County	Worcester County
US.ME.001	Androscoggin County	Androscoggin County
US.ME.003	Aroostook County	Aroostook County
US.ME.005	Cumberland County	Cumberland County
US.ME.007	Franklin County	Franklin County
US.ME.009	Hancock County	Hancock County
US.ME.011	Kennebec County	Kennebec County
US.ME.013	Knox County	Knox County
US.ME.015	Lincoln County	Lincoln County
US.ME.017	Oxford County	Oxford County
US.ME.019	Penobscot County	Penobscot County
US.ME.021	Piscataquis County	Piscataquis County
US.ME.023	Sagadahoc County	Sagadahoc County
US.ME.025	Somerset County	Somerset County
US.ME.027	Waldo County	Waldo County
US.ME.029	Washington County	Washington County
US.ME.031	York County	York County
US.MI.001	Alcona County	Alcona County
US.MI.003	Alger County	Alger County
US.MI.005	Allegan County	Allegan County
US.MI.007	Alpena County	Alpena County
US.MI.009	Antrim County	Antrim County
US.MI.011	Arenac County	Arenac County
US.MI.013	Baraga County	Baraga County
US.MI.015	Barry County	Barry County
US.MI.017	Bay County	Bay County
US.MI.019	Benzie County	Benzie County
US.MI.021	Berrien County	Berrien County
US.MI.023	Branch County	Branch County
US.MI.025	Calhoun County	Calhoun County
US.MI.027	Cass County	Cass County
US.MI.029	Charlevoix County	Charlevoix County
US.MI.031	Cheboygan County	Cheboygan County
US.MI.033	Chippewa County	Chippewa County
US.MI.035	Clare County	Clare County
US.MI.037	Clinton County	Clinton County
US.MI.039	Crawford County	Crawford County
US.MI.041	Delta County	Delta County
US.MI.043	Dickinson County	Dickinson County
US.MI.045	Eaton County	Eaton County
US.MI.047	Emmet County	Emmet County
US.MI.049	Genesee County	Genesee County
US.MI.051	Gladwin County	Gladwin County
US.MI.053	Gogebic County	Gogebic County
US.MI.055	Grand Traverse County	Grand Traverse County
US.MI.057	Gratiot County	Gratiot County
US.MI.059	Hillsdale County	Hillsdale County
US.MI.061	Houghton County	Houghton County
US.MI.063	Huron County	Huron County
US.MI.065	Ingham County	Ingham County
US.MI.067	Ionia County	Ionia County
US.MI.069	Iosco County	Iosco County
US.MI.071	Iron County	Iron County
US.MI.073	Isabella County	Isabella County
US.MI.075	Jackson County	Jackson County
US.MI.077	Kalamazoo County	Kalamazoo County
US.MI.079	Kalkaska County	Kalkaska County
US.MI.081	Kent County	Kent County
US.MI.083	Keweenaw County	Keweenaw County
US.MI.085	Lake County	Lake County
US.MI.087	Lapeer County	Lapeer County
US.MI.089	Leelanau County	Leelanau County
US.MI.091	Lenawee County	Lenawee County
US.MI.093	Livingston County	Livingston County
US.MI.095	Luce County	Luce County
US.MI.097	Mackinac County	Mackinac County
US.MI.099	Macomb County	Macomb County
US.MI.101	Manistee County	Manistee County
US.MI.103	Marquette County	Marquette County
US.MI.105	Mason County	Mason County
US.MI.107	Mecosta County	Mecosta County
US.MI.109	Menominee County	Menominee County
US.MI.111	Midland County	Midland County
US.MI.113	Missaukee County	Missaukee County
US.MI.115	Monroe County	Monroe County
US.MI.117	Montcalm County	Montcalm County
US.MI.119	Montmorency County	Montmorency County
US.MI.121	Muskegon County	Muskegon County
US.MI.123	Newaygo County	Newaygo County
US.MI.125	Oakland County	Oakland County
US.MI.127	Oceana County	Oceana County
US.MI.129	Ogemaw County	Ogemaw County
US.MI.131	Ontonagon County	Ontonagon County
US.MI.133	Osceola County	Osceola County
US.MI.135	Oscoda County	Oscoda County
US.MI.137	Otsego County	Otsego County
US.MI.139	Ottawa County	Ottawa County
US.MI.141	Presque Isle County	Presque Isle County
US.MI.143	Roscommon County	Roscommon County
US.MI.145	Saginaw County	Saginaw County
US.MI.147	Saint Clair County	Saint Clair County
US.MI.149	Saint Joseph County	Saint Joseph County
US.MI.151	Sanilac County	Sanilac County
US.MI.153	Schoolcraft County	Schoolcraft County
US.MI.155	Shiawassee County	Shiawassee County
US.MI.157	Tuscola County	Tuscola County
US.MI.159	Van Buren County	Van Buren County
US.MI.161	Washtenaw County	Washtenaw County
US.MI.163	Wayne County	Wayne County
US.MI.165	Wexford County	Wexford County
US.MN.001	Aitkin County	Aitkin County
US.MN.003	Anoka County	Anoka County
US.MN.005	Becker County	Becker County
US.MN.007	Beltrami County	Beltrami County
US.MN.009	Benton County	Benton County
US.MN.011	Big Stone County	Big Stone County
US.MN.013	Blue Earth County	Blue Earth County
US.MN.015	Brown County	Brown County
US.MN.017	Carlton County	Carlton County
US.MN.019	Carver County	Carver County
US.MN.021	Cass County	Cass County
US.MN.023	Chippewa County	Chippewa County
US.MN.025	Chisago County	Chisago County
US.MN.027	Clay County	Clay County
US.MN.029	Clearwater County	Clearwater County
US.MN.031	Cook County	Cook County
US.MN.033	Cottonwood County	Cottonwood County
US.MN.035	Crow Wing County	Crow Wing County
US.MN.037	Dakota County	Dakota County
US.MN.039	Dodge County	Dodge County
US.MN.041	Douglas County	Douglas County
US.MN.043	Faribault County	Faribault County
US.MN.045	Fillmore County	Fillmore County
US.MN.047	Freeborn County	Freeborn County
US.MN.049	Goodhue County	Goodhue County
US.MN.051	Grant County	Grant County
US.MN.053	Hennepin County	Hennepin County
US.MN.055	Houston County	Houston County
US.MN.057	Hubbard County	Hubbard County
US.MN.059	Isanti County	Isanti County
US.MN.061	Itasca County	Itasca County
US.MN.063	Jackson County	Jackson County
US.MN.065	Kanabec County	Kanabec County
US.MN.067	Kandiyohi County	Kandiyohi County
US.MN.069	Kittson County	Kittson County
US.MN.071	Koochiching County	Koochiching County
US.MN.073	Lac qui Parle County	Lac qui Parle County
US.MN.075	Lake County	Lake County
US.MN.077	Lake of the Woods County	Lake of the Woods County
US.MN.079	Le Sueur County	Le Sueur County
US.MN.081	Lincoln County	Lincoln County
US.MN.083	Lyon County	Lyon County
US.MN.087	Mahnomen County	Mahnomen County
US.MN.089	Marshall County	Marshall County
US.MN.091	Martin County	Martin County
US.MN.085	McLeod County	McLeod County
US.MN.093	Meeker County	Meeker County
US.MN.095	Mille Lacs County	Mille Lacs County
US.MN.097	Morrison County	Morrison County
US.MN.099	Mower County	Mower County
US.MN.101	Murray County	Murray County
US.MN.103	Nicollet County	Nicollet County
US.MN.105	Nobles County	Nobles County
US.MN.107	Norman County	Norman County
US.MN.109	Olmsted County	Olmsted County
US.MN.111	Otter Tail County	Otter Tail County
US.MN.113	Pennington County	Pennington County
US.MN.115	Pine County	Pine County
US.MN.117	Pipestone County	Pipestone County
US.MN.119	Polk County	Polk County
US.MN.121	Pope County	Pope County
US.MN.123	Ramsey County	Ramsey County
US.MN.125	Red Lake County	Red Lake County
US.MN.127	Redwood County	Redwood County
US.MN.129	Renville County	Renville County
US.MN.131	Rice County	Rice County
US.MN.133	Rock County	Rock County
US.MN.135	Roseau County	Roseau County
US.MN.137	Saint Louis County	Saint Louis County
US.MN.139	Scott County	Scott County
US.MN.141	Sherburne County	Sherburne County
US.MN.143	Sibley County	Sibley County
US.MN.145	Stearns County	Stearns County
US.MN.147	Steele County	Steele County
US.MN.149	Stevens County	Stevens County
US.MN.151	Swift County	Swift County
US.MN.153	Todd County	Todd County
US.MN.155	Traverse County	Traverse County
US.MN.157	Wabasha County	Wabasha County
US.MN.159	Wadena County	Wadena County
US.MN.161	Waseca County	Waseca County
US.MN.163	Washington County	Washington County
US.MN.165	Watonwan County	Watonwan County
US.MN.167	Wilkin County	Wilkin County
US.MN.169	Winona County	Winona County
US.MN.171	Wright County	Wright County
US.MN.173	Yellow Medicine County	Yellow Medicine County
US.MO.001	Adair County	Adair County
US.MO.005	Atchison County	Atchison County
US.MO.045	Clark County	Clark County
US.MO.075	Gentry County	Gentry County
US.MO.079	Grundy County	Grundy County
US.MO.081	Harrison County	Harrison County
US.MO.087	Holt County	Holt County
US.MO.103	Knox County	Knox County
US.MO.111	Lewis County	Lewis County
US.MO.129	Mercer County	Mercer County
US.MO.147	Nodaway County	Nodaway County
US.MO.171	Putnam County	Putnam County
US.MO.197	Schuyler County	Schuyler County
US.MO.199	Scotland County	Scotland County
US.MO.211	Sullivan County	Sullivan County
US.MO.227	Worth County	Worth County
US.ND.003	Barnes County	Barnes County
US.ND.005	Benson County	Benson County
US.ND.017	Cass County	Cass County
US.ND.019	Cavalier County	Cavalier County
US.ND.021	Dickey County	Dickey County
US.ND.027	Eddy County	Eddy County
US.ND.031	Foster County	Foster County
US.ND.035	Grand Forks County	Grand Forks County
US.ND.039	Griggs County	Griggs County
US.ND.043	Kidder County	Kidder County
US.ND.045	LaMoure County	LaMoure County
US.ND.047	Logan County	Logan County
US.ND.051	McIntosh County	McIntosh County
US.ND.063	Nelson County	Nelson County
US.ND.067	Pembina County	Pembina County
US.ND.071	Ramsey County	Ramsey County
US.ND.073	Ransom County	Ransom County
US.ND.077	Richland County	Richland County
US.ND.079	Rolette County	Rolette County
US.ND.081	Sargent County	Sargent County
US.ND.091	Steele County	Steele County
US.ND.093	Stutsman County	Stutsman County
US.ND.095	Towner County	Towner County
US.ND.097	Traill County	Traill County
US.ND.099	Walsh County	Walsh County
US.ND.103	Wells County	Wells County
US.NE.001	Adams County	Adams County
US.NE.003	Antelope County	Antelope County
US.NE.009	Blaine County	Blaine County
US.NE.011	Boone County	Boone County
US.NE.015	Boyd County	Boyd County
US.NE.017	Brown County	Brown County
US.NE.019	Buffalo County	Buffalo County
US.NE.021	Burt County	Burt County
US.NE.023	Butler County	Butler County
US.NE.025	Cass County	Cass County
US.NE.027	Cedar County	Cedar County
US.NE.035	Clay County	Clay County
US.NE.037	Colfax County	Colfax County
US.NE.039	Cuming County	Cuming County
US.NE.041	Custer County	Custer County
US.NE.043	Dakota County	Dakota County
US.NE.047	Dawson County	Dawson County
US.NE.051	Dixon County	Dixon County
US.NE.053	Dodge County	Dodge County
US.NE.055	Douglas County	Douglas County
US.NE.059	Fillmore County	Fillmore County
US.NE.061	Franklin County	Franklin County
US.NE.065	Furnas County	Furnas County
US.NE.067	Gage County	Gage County
US.NE.071	Garfield County	Garfield County
US.NE.073	Gosper County	Gosper County
US.NE.077	Greeley County	Greeley County
US.NE.079	Hall County	Hall County
US.NE.081	Hamilton County	Hamilton County
US.NE.083	Harlan County	Harlan County
US.NE.089	Holt County	Holt County
US.NE.093	Howard County	Howard County
US.NE.095	Jefferson County	Jefferson County
US.NE.097	Johnson County	Johnson County
US.NE.099	Kearney County	Kearney County
US.NE.107	Knox County	Knox County
US.NE.109	Lancaster County	Lancaster County
US.NE.115	Loup County	Loup County
US.NE.119	Madison County	Madison County
US.NE.121	Merrick County	Merrick County
US.NE.125	Nance County	Nance County
US.NE.127	Nemaha County	Nemaha County
US.NE.129	Nuckolls County	Nuckolls County
US.NE.131	Otoe County	Otoe County
US.NE.133	Pawnee County	Pawnee County
US.NE.137	Phelps County	Phelps County
US.NE.139	Pierce County	Pierce County
US.NE.141	Platte County	Platte County
US.NE.143	Polk County	Polk County
US.NE.147	Richardson County	Richardson County
US.NE.149	Rock County	Rock County
US.NE.151	Saline County	Saline County
US.NE.153	Sarpy County	Sarpy County
US.NE.155	Saunders County	Saunders County
US.NE.159	Seward County	Seward County
US.NE.163	Sherman County	Sherman County
US.NE.167	Stanton County	Stanton County
US.NE.169	Thayer County	Thayer County
US.NE.173	Thurston County	Thurston County
US.NE.175	Valley County	Valley County
US.NE.177	Washington County	Washington County
US.NE.179	Wayne County	Wayne County
US.NE.181	Webster County	Webster County
US.NE.183	Wheeler County	Wheeler County
US.NE.185	York County	York County
US.NH.001	Belknap County	Belknap County
US.NH.003	Carroll County	Carroll County
US.NH.005	Cheshire County	Cheshire County
US.NH.007	Coos County	Coos County
US.NH.009	Grafton County	Grafton County
US.NH.011	Hillsborough County	Hillsborough County
US.NH.013	Merrimack County	Merrimack County
US.NH.015	Rockingham County	Rockingham County
US.NH.017	Strafford County	Strafford County
US.NH.019	Sullivan County	Sullivan County
US.NJ.003	Bergen County	Bergen County
US.NJ.013	Essex County	Essex County
US.NJ.017	Hudson County	Hudson County
US.NJ.019	Hunterdon County	Hunterdon County
US.NJ.021	Mercer County	Mercer County
US.NJ.023	Middlesex County	Middlesex County
US.NJ.025	Monmouth County	Monmouth County
US.NJ.027	Morris County	Morris County
US.NJ.031	Passaic County	Passaic County
US.NJ.035	Somerset County	Somerset County
US.NJ.037	Sussex County	Sussex County
US.NJ.039	Union County	Union County
US.NJ.041	Warren County	Warren County
US.NY.001	Albany County	Albany County
US.NY.003	Allegany County	Allegany County
US.NY.005	Bronx County	Bronx County
US.NY.007	Broome County	Broome County
US.NY.009	Cattaraugus County	Cattaraugus County
US.NY.011	Cayuga County	Cayuga County
US.NY.013	Chautauqua County	Chautauqua County
US.NY.015	Chemung County	Chemung County
US.NY.017	Chenango County	Chenango County
US.NY.019	Clinton County	Clinton County
US.NY.021	Columbia County	Columbia County
US.NY.023	Cortland County	Cortland County
US.NY.025	Delaware County	Delaware County
US.NY.027	Dutchess County	Dutchess County
US.NY.029	Erie County	Erie County
US.NY.031	Essex County	Essex County
US.NY.033	Franklin County	Franklin County
US.NY.035	Fulton County	Fulton County
US.NY.037	Genesee County	Genesee County
US.NY.039	Greene County	Greene County
US.NY.041	Hamilton County	Hamilton County
US.NY.043	Herkimer County	Herkimer County
US.NY.045	Jefferson County	Jefferson County
US.NY.049	Lewis County	Lewis County
US.NY.051	Livingston County	Livingston County
US.NY.053	Madison County	Madison County
US.NY.055	Monroe County	Monroe County
