index,person,signature,factoid,year,note,sentiment
22717,"Zeisberger, David, Moravian missionary: Correspondence.","164,4",Remark quoted by Denke,1803,,NEUTRAL
22718,"Zeisberger, David, Moravian missionary: Correspondence.","177,2",Letter to Governor St. Clair,1801,,NEUTRAL
22719,"Zeisberger, David, Moravian missionary: Correspondence.","177,15",Correspondence with White River missionaries No. 2,1803-04-12,P.S.,NEUTRAL
22720,"Zeisberger, David, Moravian missionary: Correspondence.","177,7",Letter rec. by Kluge,1805,,NEUTRAL
22721,"Zeisberger, David, Moravian missionary: Correspondence.","131,8",To receive letter from Schmick,1771,,NEUTRAL
22722,"Zeisberger, David, Moravian missionary: Correspondence.","131,8",Visitor (mem.),1771,,NEUTRAL
22723,"Zeisberger, David, Moravian missionary: Correspondence.","153,2",Correspondence with Gen. Butler and Lt. Col. Harmar,1787,,NEUTRAL
22724,"Zeisberger, David, Moravian missionary: Correspondence.","153,2",same,1787,,NEUTRAL
22725,"Zeisberger, David, Moravian missionary: Correspondence.","153,2",Letter to Askin in Detroit,1787,,NEUTRAL
22726,"Zeisberger, David, Moravian missionary: Correspondence.","155,1",Letters to McKee and Askin at Detroit,1787,,NEUTRAL
22727,"Zeisberger, David, Moravian missionary: Correspondence.","152,2",Applying for passport for Edwards,1785,,NEUTRAL
22728,"Zeisberger, David, Moravian missionary: Correspondence.","152,2","Enjoying mail, partly 2 years old",1786,,POSITIVE
22729,"Zeisberger, David, Moravian missionary: Correspondence.","152,2",Reporting to General Harmar at Pittsburg,1786,,NEUTRAL
22730,"Zeisberger, David, Moravian missionary: Correspondence.","155,4",Writing letters,1791,,NEUTRAL
22731,"Zeisberger, David, Moravian missionary: Correspondence.","161,1",Defending right of correspondence with Board at Bethlehem,1793,,NEUTRAL
22732,"Zeisberger, David, Moravian missionary: Correspondence.","161,1",Stressing the inconvenience of directing correspondence to London,1793,,NEGATIVE
22733,"Zeisberger, David, Moravian missionary: Correspondence.","153,1","Letter to Askin, Detroit",1786,,NEUTRAL
22734,"Zeisberger, David, Moravian missionary: Correspondence.","155,1",Mail and textbooks for current year received,1788,,NEUTRAL
22735,"Zeisberger, David, Moravian missionary: Correspondence.","155,4",Suspected of corresponding with U.S. authorities,1790,,NEGATIVE
22736,"Zeisberger, David, Moravian missionary: Correspondence.","155,4",Correspondence with government authorities in Detroit,1791,,NEUTRAL
22737,"Zeisberger, David, Moravian missionary: Correspondence.","144,8",Letter to colleagues with alarming news,1776,,NEGATIVE
22738,"Zeisberger, David, Moravian missionary: Correspondence.","144,8",Forwarding letter,1776,,NEUTRAL
22739,"Zeisberger, David, Moravian missionary: Correspondence.","131,5",Letter from half-way point received,1768,,NEUTRAL
22740,"Zeisberger, David, Moravian missionary: Correspondence.","131,5",Reporting on difficulties of Coschcosching work,1768,,NEGATIVE
22741,"Zeisberger, David, Moravian missionary: Correspondence.","131,5",Report forwarded to Bethlehem,1768,,NEUTRAL
22742,"Zeisberger, David, Moravian missionary: Correspondence.","131,5",To receive mail from Bethlehem,1768,,NEUTRAL
22743,"Zeisberger, David, Moravian missionary: Correspondence.","131,5",Mail forwarded to Coschcosching,1768,,NEUTRAL
22744,"Zeisberger, David, Moravian missionary: Correspondence.","131,11",Letter read to David Nitschmann No. 1,1766,,NEUTRAL
22745,"Zeisberger, David, Moravian missionary: Correspondence.","147,9",Letter to Col. Brodhead,1779,,NEUTRAL
22746,"Zeisberger, David, Moravian missionary: Correspondence.","147,10",Letter received by Heckewalder,1779,,NEUTRAL
22747,"Zeisberger, David, Moravian missionary: Correspondence.","147,10",Letter to Heckewalder,1780,,NEUTRAL
22748,"Zeisberger, David, Moravian missionary: Correspondence.","131,2",Receiving letters,1765,,NEUTRAL
22749,"Zeisberger, David, Moravian missionary: Correspondence.","131,2",same,1765,,NEUTRAL
22750,"Zeisberger, David, Moravian missionary: Correspondence.","131,2",Receiving mail from Bethlehem,1765,,NEUTRAL
22751,"Zeisberger, David, Moravian missionary: Correspondence.","131,2",Mail from Bethlehem,1765,,NEUTRAL
22752,"Zeisberger, David, Moravian missionary: Correspondence.","157,8",Forwarding mail to Oppelt No. 10,1806,,NEUTRAL
22753,"Zeisberger, David, Moravian missionary: Correspondence.","172,6",Six letters to Loskiel,1807,,NEUTRAL
22754,"Zeisberger, David, Moravian missionary: Correspondence.","147,9",Friendly letter from Mr. Brainerd in Philadelphia,1779,,POSITIVE
22755,"Zeisberger, David, Moravian missionary: Correspondence.","147,9",Letter to Col. Campbell,1779,,NEUTRAL
22756,"Zeisberger, David, Moravian missionary: Correspondence.","147,10",To receive message from Heckewalder,1779,,NEUTRAL
22757,"Zeisberger, David, Moravian missionary: Correspondence.","147,10",same,1779,,NEUTRAL
22758,"Zeisberger, David, Moravian missionary: Correspondence.","133,1",Letter received by Roth,1769,,NEUTRAL
22759,"Zeisberger, David, Moravian missionary: Correspondence.","133,1",same,1769,,NEUTRAL
22760,"Zeisberger, David, Moravian missionary: Correspondence.","147,1",To write letter for Del. councillors,1776,,NEUTRAL
22761,"Zeisberger, David, Moravian missionary: Correspondence.","177,17",Recipient of letter from Kluge No. 6,1805,,NEUTRAL
22762,"Zeisberger, David, Moravian missionary: Correspondence.","177,8",Letter rec. by Kluge,1806,,NEUTRAL
22763,"Zeisberger, David, Moravian missionary: Correspondence.","177,9",To receive letters from Kluge &amp; Luckenbach,1806,,NEUTRAL
22764,"Zeisberger, David, Moravian missionary: Correspondence.","141,8",To write letter to Wabash,1776,,NEUTRAL
22765,"Zeisberger, David, Moravian missionary: Correspondence.","151,1",Letter to London,1783,,NEUTRAL
22766,"Zeisberger, David, Moravian missionary: Correspondence.","151,1",Writes to DePeyster about Chipewa trouble,1783,,NEGATIVE
22767,"Zeisberger, David, Moravian missionary: Correspondence.","151,1",Reply; not to be disturbed,1783,,POSITIVE
22768,"Zeisberger, David, Moravian missionary: Correspondence.","151,1",Letter to DePeyster asking for sup. for new arrivals,1783,,NEUTRAL
22769,"Zeisberger, David, Moravian missionary: Correspondence.","151,1",Letter to DePeyster on supplies,1783,,NEUTRAL
22770,"Zeisberger, David, Moravian missionary: Correspondence.","144,10",Letter to Edwards and Jung,1781,,NEUTRAL
22771,"Zeisberger, David, Moravian missionary: Correspondence.","148,1",Forwarding letters,1780,,NEUTRAL
22772,"Zeisberger, David, Moravian missionary: Correspondence.","147,11",Correspondence,1780,,NEUTRAL
22773,"Zeisberger, David, Moravian missionary: Correspondence.","147,11",Letter received by Heckewalder,1780,,NEUTRAL
22774,"Zeisberger, David, Moravian missionary: Correspondence.","147,11",Letter announcing Grube's coming,1780,,NEUTRAL
22775,"Zeisberger, David, Moravian missionary: Correspondence.","131,6",Letter and good news received at Frhutten,1769,,POSITIVE
22776,"Zeisberger, David, Moravian missionary: Correspondence.","131,6",To receive letters and provisions,1769,,NEUTRAL
22777,"Zeisberger, David, Moravian missionary: Correspondence.","131,7",Letter received by Schmick,1770,,NEUTRAL
22778,"Zeisberger, David, Moravian missionary: Correspondence.","131,7",To receive letter from Schmick,1770,,NEUTRAL
22779,"Zeisberger, David, Moravian missionary: Correspondence.","147,9",Friendly letter from Col. Morgan,1779,,POSITIVE
22780,"Zeisberger, David, Moravian missionary: Correspondence.","147,9",Writing letter for Gelelemond,1779,,NEUTRAL
22781,"Zeisberger, David, Moravian missionary: Correspondence.","147,10",Letter received by Heckewalder,1779,,NEUTRAL
22782,"Zeisberger, David, Moravian missionary: Correspondence.","147,10",same,1779,,NEUTRAL
22783,"Zeisberger, David, Moravian missionary: Correspondence.","131,5",To receive mail from Bethlehem,1768,,NEUTRAL
22784,"Zeisberger, David, Moravian missionary: Correspondence.","147,8",To read to Delawares Treaty signed at Pittsburg,1778,,NEUTRAL
22785,"Zeisberger, David, Moravian missionary: Correspondence.","147,8",Puts Munsee plea down in writing,1778,,NEUTRAL
22786,"Zeisberger, David, Moravian missionary: Correspondence.","131,9",Letter from Langundo Utenunk read,1772,,NEUTRAL
22787,"Zeisberger, David, Moravian missionary: Correspondence.","162,3",Mail received,1800,,NEUTRAL
22788,"Zeisberger, David, Moravian missionary: Correspondence.","162,4",Letter received by Oppelt,1801,,NEUTRAL
22789,"Zeisberger, David, Moravian missionary: Correspondence.","162,4",Letter received by Oppelt,1801,,NEUTRAL
22790,"Zeisberger, David, Moravian missionary: Correspondence.","141,8",Reads White Eye's letter,1776,,NEUTRAL
22791,"Zeisberger, David, Moravian missionary: Correspondence.","137,3",Letter received by Jungmann,1772,,NEUTRAL
22792,"Zeisberger, David, Moravian missionary: Correspondence.","137,3",To receive letter from Jungmann,1772,,NEUTRAL
22793,"Zeisberger, David, Moravian missionary: Correspondence.","137,3",To receive mail,1772,,NEUTRAL
22794,"Zeisberger, David, Moravian missionary: Correspondence.","137,3",Letter received by Roth,1772,,NEUTRAL
22795,"Zeisberger, David, Moravian missionary: Correspondence.","137,4",Letter received by Roth,1773,,NEUTRAL
22796,"Zeisberger, David, Moravian missionary: Correspondence.","137,4",To receive letter from Roth,1773,,NEUTRAL
22797,"Zeisberger, David, Moravian missionary: Correspondence.","147,2",To read official letter at Goschachgunk,1776,,NEUTRAL
22798,"Zeisberger, David, Moravian missionary: Correspondence.","147,5",To communicate latest news fr. Pittsb.,1777,,NEUTRAL
22799,"Zeisberger, David, Moravian missionary: Correspondence.","147,6",To com. to council official message,1778,,NEUTRAL
22800,"Zeisberger, David, Moravian missionary: Correspondence.","147,6",To write letter for the Counsellors,1778,,NEUTRAL
22801,"Zeisberger, David, Moravian missionary: Correspondence.","147,6",Friendly letters from authorities,1778,,POSITIVE
22802,"Zeisberger, David, Moravian missionary: Correspondence.","147,6",Corr. on Indian matters,1778,,POSITIVE
22803,"Zeisberger, David, Moravian missionary: Correspondence.","144,2",Letters forwarded,1773,,NEUTRAL
22804,"Zeisberger, David, Moravian missionary: Correspondence.","144,3",Letter to Schmick,1774,,NEUTRAL
22805,"Zeisberger, David, Moravian missionary: Correspondence.","144,3",Suggested to help with govt. corres.,1774,,POSITIVE
22806,"Zeisberger, David, Moravian missionary: Correspondence.","144,4",Forwarding letter,1775,,NEUTRAL
22807,"Zeisberger, David, Moravian missionary: Correspondence.","144,4",Forwarding letter,1775,,NEUTRAL
22808,"Zeisberger, David, Moravian missionary: Correspondence.","147,7",To com. written message from British Governor,1778,,NEUTRAL
22809,"Zeisberger, David, Moravian missionary: Correspondence.","147,7",Requested to write letter to Pittsb. f. Wyandot Chief,1778,,NEUTRAL
22810,"Zeisberger, David, Moravian missionary: Correspondence.","147,8",Petitioning to Govt. Comars. for Treaty w. Delawares,1778,,NEUTRAL
22811,"Zeisberger, David, Moravian missionary: Correspondence.","147,8",To Goschachgunk to read official letters,1778,,NEUTRAL
22812,"Zeisberger, David, Moravian missionary: Correspondence.","148,1",Sends report on impending catastrophe to Pittsburg,1781,,NEGATIVE
22813,"Zeisberger, David, Moravian missionary: Correspondence.","162,1",Reporting on conditions on Muskingum,1799,,NEUTRAL
22814,"Zeisberger, David, Moravian missionary: Correspondence.","162,1",Greetings to the Christians,1799,,POSITIVE
22815,"Zeisberger, David, Moravian missionary: Correspondence.","162,2",Letter received by Sensemann,1799,,NEUTRAL
22816,"Zeisberger, David, Moravian missionary: Correspondence.","162,2",Mail received,1799,,NEUTRAL
22817,"Zeisberger, David, Moravian missionary: Correspondence.","171,3","Correspondence with Thomas Smith, Quaker",1799,,NEUTRAL
22818,"Zeisberger, David, Moravian missionary: Correspondence.","172,2",Letter rec. by travelling missionaries,1799,,NEUTRAL
22819,"Zeisberger, David, Moravian missionary: Correspondence.","171,10",Letter from Cunow,1802,,NEUTRAL
22820,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,4",Receiving assurances about his future safety from Goschgoschunk captains,1770,,POSITIVE
22821,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,4",Accepting apologies for attempts on his life,1770,,POSITIVE
22822,"Zeisberger, David, Moravian missionary: Dangers and hardships.","137,1",Near-accident on river journey,1770,,NEUTRAL
22823,"Zeisberger, David, Moravian missionary: Dangers and hardships.","137,2",Warned not to go far from town,1771,,NEGATIVE
22824,"Zeisberger, David, Moravian missionary: Dangers and hardships.","144,3",Warned of prowling Mingues,1774,,NEGATIVE
22825,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,3",Life endangered among drunken Indians,1769,,NEUTRAL
22826,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,3",Slandered by white trader,1769,,NEUTRAL
22827,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,4",Renewed attempt to kill him,1770,,NEGATIVE
22828,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,4",Beware of the black coat,1770,,NEUTRAL
22829,"Zeisberger, David, Moravian missionary: Dangers and hardships.","161,5",A whole life devoted to the service of the Indians,1798,,POSITIVE
22830,"Zeisberger, David, Moravian missionary: Dangers and hardships.","161,5",No dangers shunned while laying down his life,1798,,NEGATIVE
22831,"Zeisberger, David, Moravian missionary: Dangers and hardships.","155,1",Suspected of deceiving and perverting the Indians,1787,,NEGATIVE
22832,"Zeisberger, David, Moravian missionary: Dangers and hardships.","155,1",Suspected as deceiver and corrupter of the Indians,1788,,NEGATIVE
22833,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,2",Advised not to stay in town alone,1768,,NEGATIVE
22834,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,2",Nightly visit by fierce-looking Indians,1768,,NEUTRAL
22835,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,2",Some day to be found dead,1768,,NEGATIVE
22836,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,3",Fears for his safety,1769,,NEUTRAL
22837,"Zeisberger, David, Moravian missionary: Dangers and hardships.","171,1",Numerous encounters with poisonous snakes,1798,,NEGATIVE
22838,"Zeisberger, David, Moravian missionary: Dangers and hardships.","171,6",Saved from the tomahawk of an assassin,1799,,POSITIVE
22839,"Zeisberger, David, Moravian missionary: Dangers and hardships.","173,1",Escaping from harm from a rattlesnake,1804,,NEGATIVE
22840,"Zeisberger, David, Moravian missionary: Dangers and hardships.","157,1",Said to be in danger from the Wyandots,1804,,NEGATIVE
22841,"Zeisberger, David, Moravian missionary: Dangers and hardships.","173,2",Escaping death by an infuriated Indian's tomahawk,1806,,NEGATIVE
22842,"Zeisberger, David, Moravian missionary: Dangers and hardships.","173,4","With wife, experiencing preservation of their lives",1807,,NEUTRAL
22843,"Zeisberger, David, Moravian missionary: Dangers and hardships.","155,4",Recognizing his one-time captor,1791,,NEUTRAL
22844,"Zeisberger, David, Moravian missionary: Dangers and hardships.","155,4",Ready to share any danger or hardship with his converts,1791,,NEGATIVE
22845,"Zeisberger, David, Moravian missionary: Dangers and hardships.","155,5",Unafraid in spite of pagan threats,1792,,NEGATIVE
22846,"Zeisberger, David, Moravian missionary: Dangers and hardships.","131,3",Difficult journey in rain on swampy ground,1766,,NEGATIVE
22847,"Zeisberger, David, Moravian missionary: Dangers and hardships.","131,3",Arduous journey from Bethlehem to Wyalusing,1766,,NEUTRAL
22848,"Zeisberger, David, Moravian missionary: Dangers and hardships.","131,3",same,1766,,NEUTRAL
22849,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,1",Put under arrest &amp; shamefully treated,1781,,NEGATIVE
22850,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,1",Set free,1781,,POSITIVE
22851,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,1",A hell of a life,1781,,NEGATIVE
22852,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,1",Fearless under threats,1781,,POSITIVE
22853,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,1","Robbed of everything, appearing in a woman's night-jacket",1781,,NEUTRAL
22854,"Zeisberger, David, Moravian missionary: Dangers and hardships.","153,2",To be killed in case of attempt to move to Muskingum,1787,,NEGATIVE
22855,"Zeisberger, David, Moravian missionary: Dangers and hardships.","153,2",Expressing himself on the risks of a missionary career,1787,,NEGATIVE
22856,"Zeisberger, David, Moravian missionary: Dangers and hardships.","153,2",Receiving well-meant warning against removal to Thuppekunk,1787,,NEGATIVE
22857,"Zeisberger, David, Moravian missionary: Dangers and hardships.","148,1",To receive secret information by McCormick,1781,,NEUTRAL
22858,"Zeisberger, David, Moravian missionary: Dangers and hardships.","148,1",Arrested,1781,,NEGATIVE
22859,"Zeisberger, David, Moravian missionary: Dangers and hardships.","141,10",In danger from roaming Indians,1780,,NEGATIVE
22860,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,5",Life in danger by Wyandot warrior,1777,,NEGATIVE
22861,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,2",Ready to stay with his people at the cost of his life,1777,,POSITIVE
22862,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,4",Wisdom and energy in moments of crisis,1777,,POSITIVE
22863,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,4",Burns letters and documents,1777,,NEUTRAL
22864,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,4",To Goschachgunk at night to reassure people,1777,,POSITIVE
22865,"Zeisberger, David, Moravian missionary: Dangers and hardships.","153,2",Protection promised on ground of his Munsee citizenship,1787,,POSITIVE
22866,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,1",Threats against his life,1768,,NEGATIVE
22867,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,1",Praying not to be murdered during a service,1768,,POSITIVE
22868,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,1",beware of the black coat,1768,,NEUTRAL
22869,"Zeisberger, David, Moravian missionary: Dangers and hardships.","135,1",Warned not to leave the town unescorted,1768,,NEGATIVE
22870,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,4",To Goschachgunk at night to reassure people,1777,,POSITIVE
22871,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,5",Foolish rumors about him spread,1778,,NEGATIVE
22872,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,3",Narrow escape from great danger,1777,,POSITIVE
22873,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,5",Decided to stay with his charges regardless of danger,1777,,NEGATIVE
22874,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Calm and unafraid,1779,,POSITIVE
22875,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Calm and unafraid,1779,,POSITIVE
22876,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Life saved at encounter w. Simon Girty,1779,,POSITIVE
22877,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,10",Great danger to his life,1779,,POSITIVE
22878,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,6",Arrested and deported 3,1781,,NEGATIVE
22879,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,6",Idem 4,1781,,NEUTRAL
22880,"Zeisberger, David, Moravian missionary: Dangers and hardships.","151,6",Idem 6A,1781,,NEUTRAL
22881,"Zeisberger, David, Moravian missionary: Dangers and hardships.","111,1",Prisoner at New York,1745,,NEGATIVE
22882,"Zeisberger, David, Moravian missionary: Dangers and hardships.","111,1",Conflicting rumors about his fate,1745,,NEGATIVE
22883,"Zeisberger, David, Moravian missionary: Dangers and hardships.","112,6",Imprisoned No. 5,1745,,NEGATIVE
22884,"Zeisberger, David, Moravian missionary: Dangers and hardships.","112,6",Cheered in prison by visits of friends No. 6,1745,,POSITIVE
22885,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,2",Ready to risk his life for welfare of his flock,1776,,POSITIVE
22886,"Zeisberger, David, Moravian missionary: Dangers and hardships.","141,9",To be warned of danger,1777,,NEGATIVE
22887,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Courage and trust in God,1779,,POSITIVE
22888,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",same,1779,,NEUTRAL
22889,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Calm and unafraid,1779,,POSITIVE
22890,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Unconcerned about his own safety,1779,,POSITIVE
22891,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,9",Rumors about his fate,1779,,NEUTRAL
22892,"Zeisberger, David, Moravian missionary: Dangers and hardships.","147,10",Life saved in acute peril (mem.),1779,,POSITIVE
22893,"Zeisberger, David, Moravian missionary: General.","112,16",Ref. No. 10,1745,,NEUTRAL
22894,"Zeisberger, David, Moravian missionary: General.","114,7",Ref.,1752,,NEUTRAL
22895,"Zeisberger, David, Moravian missionary: General.","114,7",Welcomed as visitor at Pachgatgoch,1753,,POSITIVE
22896,"Zeisberger, David, Moravian missionary: General.","114,7",Conducting service in English,1753,,NEUTRAL
22897,"Zeisberger, David, Moravian missionary: General.","114,7",Conducting morning service,1753,,NEUTRAL
22898,"Zeisberger, David, Moravian missionary: General.","177,18",Informed by letter on tragic events at White River No. 4,1806,,NEGATIVE
22899,"Zeisberger, David, Moravian missionary: General.","177,18",Ref. No. 10,1806,,NEUTRAL
22900,"Zeisberger, David, Moravian missionary: General.","144,2",no desc,1774,,NEGATIVE
22901,"Zeisberger, David, Moravian missionary: General.","144,6",no desc,1776,,NEGATIVE
22902,"Zeisberger, David, Moravian missionary: General.","144,8",no desc,1776,,NEGATIVE
22903,"Zeisberger, David, Moravian missionary: General.","144,9",no desc,1777,,NEGATIVE
22904,"Zeisberger, David, Moravian missionary: General.","177,14",Ref. No. 3,1802-09-24,freq.,NEUTRAL
22905,"Zeisberger, David, Moravian missionary: General.","162,3",no desc,1800,,NEGATIVE
22906,"Zeisberger, David, Moravian missionary: General.","162,4",no desc,1801,,NEGATIVE
22907,"Zeisberger, David, Moravian missionary: General.","147,4",no desc,1777,,NEGATIVE
22908,"Zeisberger, David, Moravian missionary: General.","144,4",no desc,1774,,NEGATIVE
22909,"Zeisberger, David, Moravian missionary: General.","144,5",no desc,1775,,NEGATIVE
22910,"Zeisberger, David, Moravian missionary: General.","144,9",no desc,1777,,NEGATIVE
22911,"Zeisberger, David, Moravian missionary: General.","144,9",no desc,1777,,NEGATIVE
22912,"Zeisberger, David, Moravian missionary: General.","144,9",no desc,1777,,NEGATIVE
22913,"Zeisberger, David, Moravian missionary: General.","115,15",Ref. No. 12,1755,,NEUTRAL
22914,"Zeisberger, David, Moravian missionary: General.","115,15",Instructions from Spangenberg No. 13 9/1755; Ref. No. 15,1755,,NEUTRAL
22915,"Zeisberger, David, Moravian missionary: General.","115,15",Ref. No. 16,1755,,NEUTRAL
22916,"Zeisberger, David, Moravian missionary: General.","137,3",no desc,1772,,NEGATIVE
22917,"Zeisberger, David, Moravian missionary: General.","137,3",no desc,1772,,NEGATIVE
22918,"Zeisberger, David, Moravian missionary: General.","115,3",Visitor at Pachgatgoch,1755,,NEUTRAL
22919,"Zeisberger, David, Moravian missionary: General.","115,3",Conducting services,1755,,NEUTRAL
22920,"Zeisberger, David, Moravian missionary: General.","115,3",Leaving,1755,,NEUTRAL
22921,"Zeisberger, David, Moravian missionary: General.","174,1",Member of General Mission Conference at Goshen,1803,,NEUTRAL
22922,"Zeisberger, David, Moravian missionary: General.","115,8",Arriving at Pachgatgoch,1758,,NEUTRAL
22923,"Zeisberger, David, Moravian missionary: General.","115,8",Chopping wood,1758,,NEUTRAL
22924,"Zeisberger, David, Moravian missionary: General.","115,8",Conducting service,1758,,NEUTRAL
22925,"Zeisberger, David, Moravian missionary: General.","115,8",Escaping a major injury,1758,,NEGATIVE
22926,"Zeisberger, David, Moravian missionary: General.","148,1",no desc,1781,,NEGATIVE
22927,"Zeisberger, David, Moravian missionary: General.","148,1",no desc,1781,,NEGATIVE
22928,"Zeisberger, David, Moravian missionary: General.","115,8",Lining the mission house cellar with stones,1758,,NEUTRAL
22929,"Zeisberger, David, Moravian missionary: General.","115,8",Leaving,1758,,NEUTRAL
22930,"Zeisberger, David, Moravian missionary: Health.","172,5",Increasing weakness No. 8,1805,,NEGATIVE
22931,"Zeisberger, David, Moravian missionary: Health.","172,5",Satisfactory condition No. 11,1805,,POSITIVE
22932,"Zeisberger, David, Moravian missionary: Health.","172,5",Health and strength returning No. 14,1805,,POSITIVE
22933,"Zeisberger, David, Moravian missionary: Health.","172,5",Poor eyesight No. 16,1805,,NEGATIVE
22934,"Zeisberger, David, Moravian missionary: Health.","173,2",Recovering a little,1805,,NEUTRAL
22935,"Zeisberger, David, Moravian missionary: Health.","173,2",Able to conduct a service,1805,,NEUTRAL
22936,"Zeisberger, David, Moravian missionary: Health.","157,8",His and considered near No. 2,1806,,NEUTRAL
22937,"Zeisberger, David, Moravian missionary: Health.","157,8",End of his life expected No. 4,1806,,NEUTRAL
22938,"Zeisberger, David, Moravian missionary: Health.","173,3",Recovering from a relapse in his health,1806,,NEUTRAL
22939,"Zeisberger, David, Moravian missionary: Health.","173,3","With wife, suffering from colds",1806,,NEGATIVE
22940,"Zeisberger, David, Moravian missionary: Health.","172,5",Severe attack of colic No. 3,1805,,NEGATIVE
22941,"Zeisberger, David, Moravian missionary: Health.","172,5",Seriousness of attack admitted No. 4,1805,,NEGATIVE
22942,"Zeisberger, David, Moravian missionary: Health.","172,5",Description of his physical condition No. 6,1805,,NEUTRAL
22943,"Zeisberger, David, Moravian missionary: Health.","172,5",Renewed severe attack No. 7,1805,,NEGATIVE
22944,"Zeisberger, David, Moravian missionary: Health.","173,1",Confined to his bed,1804,,NEUTRAL
22945,"Zeisberger, David, Moravian missionary: Health.","173,2",Violent attack of colic,1805,,NEGATIVE
22946,"Zeisberger, David, Moravian missionary: Health.","173,2",Relieved from severe suffering,1805,,NEGATIVE
22947,"Zeisberger, David, Moravian missionary: Health.","173,2",Visited by Heckewalder,1805,,NEUTRAL
22948,"Zeisberger, David, Moravian missionary: Health.","173,2",Rememb. in prayer,1805,,NEUTRAL
22949,"Zeisberger, David, Moravian missionary: Health.","173,2",Private communion,1805,,NEUTRAL
22950,"Zeisberger, David, Moravian missionary: Health.","173,2",Present at church service again,1805,,NEUTRAL
22951,"Zeisberger, David, Moravian missionary: Health.","173,2",Renewed attack of his old evil,1805,,NEGATIVE
22952,"Zeisberger, David, Moravian missionary: Health.","173,2",Hardly able to move without extreme pain,1805,,POSITIVE
22953,"Zeisberger, David, Moravian missionary: Health.","173,2",Quite sick,1805,,NEGATIVE
22954,"Zeisberger, David, Moravian missionary: Health.","173,2",Extremely weak,1805,,NEGATIVE
22955,"Zeisberger, David, Moravian missionary: Health.","173,2",2 attacks of severe illness rememb.,1805,,NEGATIVE
22956,"Zeisberger, David, Moravian missionary: Health.","173,4","With wife, both ill",1807,,NEGATIVE
22957,"Zeisberger, David, Moravian missionary: Health.","173,4",Extremely infirm,1807,,NEUTRAL
22958,"Zeisberger, David, Moravian missionary: Health.","173,4",Same,1807,,NEUTRAL
22959,"Zeisberger, David, Moravian missionary: Health.","173,4",no desc,1807,,NEGATIVE
22960,"Zeisberger, David, Moravian missionary: Health.","173,4",Remarkably invigorated,1807,,POSITIVE
22961,"Zeisberger, David, Moravian missionary: Health.","173,4",Very weak during presence of official visitors,1807,,NEGATIVE
22962,"Zeisberger, David, Moravian missionary: Health.","173,4",Confined to his bed,1807,,NEUTRAL
22963,"Zeisberger, David, Moravian missionary: Health.","157,2",Reported to be in very poor health,1805,,NEGATIVE
22964,"Zeisberger, David, Moravian missionary: Health.","157,2",Mere encouraging reports rec.,1805,,POSITIVE
22965,"Zeisberger, David, Moravian missionary: Health.","173,1","With wife, both suffering from spells of weakness",1804,,NEGATIVE
22966,"Zeisberger, David, Moravian missionary: Health.","171,12",Weak &amp; without appetite,1803,,NEGATIVE
22967,"Zeisberger, David, Moravian missionary: Health.","171,13","With wife, both ill",1803,,NEGATIVE
22968,"Zeisberger, David, Moravian missionary: Health.","171,13",Preciousness of his health &amp; life brought to the attention of the Christians,1803,,POSITIVE
