place_name,alternate_names,admin_level_2,admin_level_1,admin_level_0,continent,notes,feature_type,ambigous_county,latitude,longitude,matched_name
U. SouthA,[],,,,,,,,,,
Ulator County,[],,PA,,,,,,,,
Unami,[],,,,,Great,,,39.74286,-79.28531,Unamis
Unami River,[],,,,,,H,,,,
Upper Canada,[],,08,,,,,,44.05502,-79.48201,Upper Canada
Upper Lusatia,[],,,DE,,,,,,,
Upper Sandusky,[],,,,,,,,40.82728,-83.28131,Upper Sandusky
Upper Sandusky,[],175,OH,,,,,,40.82728,-83.28131,Upper Sandusky
Uschummo Uschummunk,[],,,,,,,,,,
Utica,['Judica'],,,,,New York former Fort Skuyler,,,44.06862,-79.02457,Utica
Venango,[],,,,,,,,38.6389,-97.98644,Venango
Venango River,['French Creek'],121,PA,,,,H,,,,
Vera Cruz Mexico,['La Vera Cruz'],,,,,,,,,,
Vermilion Creek,[],,OH,,,also Almenisepunk,H,,,,
Vermilion River Ohio,"['Wulamann', 'Zinneber River']",,,,,,H,,46.26677,-81.68309,Vermilion River
Vermillion River,['presumably'],,OH,,,,H,,41.42699,-82.36405,Vermilion River
Vienna,[],,,AT,,,,,48.20849,16.37208,Vienna
Vier Bruder,['Four Brothers'],,,,,place between Gnadenhutten and Nescopeck,,,49.23299,-121.65255,Four Brothers
Vincennes,"['Fort Vincent', 'Post Vincennes']",,IN,,,,,,38.67727,-87.52863,Vincennes
Vincennes Indiana,"['Post Vincennes', 'Post Vincent']",,,,,,,,,,
Virgin Islands,['Danish West Indian Islands'],,,,,,,,44.36682,-75.98266,Virgin Island
Virginia,[],,VA,,,later State | Colony,,,37.54812,-77.44675,Virginia
Vredens Huia,[],,,,,,,,,,
Wabash River,"['Wobash', 'Wapaasch', 'Wabbassch']",,IN,,,,H,,37.80843,-88.02813,Wabash River
Wabicamigunk,[],,,,,,,,,,
Wabisisipi,[],,MI,,,Swan River,,,,,
Wachau,['Wachovia'],,NC,,,Moravian property in North Carolina,,,,,
Wachovia,"['Wachau', 'Wachua']",,NC,,,,,,,,
Wackatemake,[],,,,,,,,,,
Wahochquage,[],007,NY,,,Ouaquage | possibliy Oquaga,,,,,
Wajomick,[],,,,,,,,,,
Wajomik,"['Wyoming', 'Pennsylvania']",,,,,,,,42.95008,-82.11651,Wyoming
Wakotameki,['Wapitameki'],119,OH,,,near Dresden,,,,,
Walbeck,['correctly Walpack'],,NJ,,,Lutheran mission place in New Jersey,,,,,
Walhanding,[],,,,,,,,,,
Walhanding Creek,[],,OH,,,,H,,,,
Walhanding Creek modern Walhonding,"['Wahlandunk', 'Walhandunk']",,OH,,,joining the Muskingum River at Coshocton,H,,,,
Walhanding River,['Walhanding Creek'],,,,,O,H,,,,
Walhanding River,['Walhanding'],031,OH,,,also White Woman's Creek,H,,40.27535,-81.87374,Walhonding River
Wanachquaticok,"['Wannachquattagóck', 'Wannachgoattegóck', 'Wonachquaticok', 'etc.']",003,MA,,,Mass | Westenhuc & Westenhuc,,,,,
Wanachquatikok,[],,,,,Wannoquatagoch,,,,,
Wapwallopen,"['also Wambhallobank', 'Womphallepang', 'Waabhallobank', 'Waquallopank', 'etc.']",079,PA,,,Hollenback Township,,,41.07453,-76.13076,Wapwallopen
Wapwallopen,[],,,,,,,,41.07453,-76.13076,Wapwallopen
Warpoles,[],,,,,also Mittesagi,,,40.79922,-83.35492,Warpole Creek
Warren,[],,OH,,,,,,41.23756,-80.81842,Warren
Warren County,[],165,OH,LB,,,,,,,
Warte,[],,PA,,,Lake Erie & Carbon or Luzerne County,,,,,
Warwick,[],,PA,,,,,,40.1651,-75.78382,Warwick
Warwick,[],,OH,,,,,,40.92228,-81.64096,Warwick
Warwick,['Warrick'],,NY,,,,,,41.25648,-74.35988,Warwick
Warwick,[],029,PA,,,,,,40.1651,-75.78382,Warwick
Washington,[],,WA,,,District of Columbia,,,47.50012,-120.50147,Washington
Washington County,['including also Beaver County'],125,PA,,,,,,40.1894,-80.24824,Washington County
Washington County,[],167,OH,,,,,,39.45532,-81.49525,Washington County
Washington County,[],125,PA,,,,,,40.1894,-80.24824,Washington County
Washington Road,[],,PA,,,Washington and Beaver County,,,,,
Weapikamik,[],,,,,White River,,,,,
Wechpakak,[],,,,,,,,,,
Wechpakak place in Upper Susquehanna region,"['Wechpakak', 'Wiekpekat']",,,,,,,,,,
Wechquatnach,[],005,CT,,,Mission place,,,,,
Wechquetank,['Wequetank'],,PA,,,,,,,,
Wechquetank,[],089,PA,,,,,,,,
Wechquitehanek River,[],,OH,,,,H,,,,
Weelhik Thuppeek,['Weelhik Tuppeek'],,,,,,,,,,
Weh-to-pi-jah-neek,['Delaware'],,,,,Alder River,,,42.91679,-81.41646,Delaware
Wehtak,[],005,CT,,,Salisbury,,,,,
Wenschigochpiechen,[],,PA,,,place in Susquehanna region,,,,,
Wentschipaqua,[],,08,,,,,,,,
Wequetank,[],,,,,,,,,,
Wequetank Creek,[],089,PA,,,,H,,,,
West Alexander,['Alexandria'],125,PA,,,,,,40.10507,-80.50785,West Alexander
West Dever Township,[],,08,,,,,,,,
West Indian Islands,[],,,,,,,,,,
West Indies,[],,,,,,,,,,
West River,[],,,,,,H,,51.18339,-56.7648,West River
Westenhuc,"['Westenhuck', 'Westenhook', 'Westenhuk']",003,MA,,,Wannaquatagoch | Massachusetts also Wanachquatikok,,,,,
Westenhuc Moravian mission place in Massachusetts,"['Westenhuck', 'Westenhook']",,MA,,,,,,,,
Western Sugar Creek,[],,OH,,,Stark and Tuscarawas County,H,,,,
Westliberty,[],069,WV,,,,,,,,
Westminster,[],,,,,Enland | London | Liberty of,,,45.47171,-73.84487,Westminster
Westmoreland County,[],129,PA,,,,,,40.31073,-79.46696,Westmoreland County
Wheeling,"['Wuhling', 'Wilunk', 'Wiluck']",,WV,,,,,,40.06396,-80.72091,Wheeling
Whi-a-lu-sis,['Delaware'],,,,,an old man,,,42.91679,-81.41646,Delaware
White Clay River,[],,,,,,H,,39.69761,-75.62187,White Clay Creek
White Eye's Town,[],,OH,,,Coshecton County,,,,,
White River,"['q.v.', 'also White Clay River', 'Woapikamik', 'also Woapicamikunk', 'Woapicamikunk']",,IN,,,,H,,38.41421,-87.74253,White River
White Stone,[],,NY,,,probably Long Island,,,,,
White Woman's Creek,[],,,,,,H,,,,
White Woman's Creek,"['Walbonding River', 'Walhonding Creek']",031,OH,,,,H,,40.17368,-81.74735,White Eyes Creek
White's Mill,[],007,PA,,,,,,,,
Whitestown,[],,NY,,,site of Utica,,,,,
Whitewater River,[],,,,,Indiana and Ohio,H,,49.03348,-80.24973,Whitewater River
Wihilusing,['Friedeshutten'],,PA,,,Wyalusing,,,,,
Wilawana,[],,,,,,,,41.98757,-76.61717,Wilawana
Wilawana,"['Wilawane', 'Wilawanunk', 'Wilawunk']",015,PA,,,,,,41.98757,-76.61717,Wilawana
Wild Creek,['presumably Wills Creek'],031,OH,,,,H,,,,
Wilkes-Barre,[],,PA,,,,,,41.24591,-75.88131,Wilkes-Barre
Williamsburg,[],,NY,,,County | Livingston | near Mount Morris,,,40.71427,-73.95347,Williamsburg
Williamsburg,[],,VA,,,,,,37.2707,-76.70746,Williamsburg
Wills Creek,[],059,OH,,,,H,,,,
Wilmington,[],,DE,,,,,,39.74595,-75.54659,Wilmington
Wilson's Creek,['also Hackientschous Creek'],095,PA,,,,H,,,,
Wilson's Mill,[],095,PA,,,,,,,,
Wind Falls,[],,08,,,,H,,,,
Windsor,[],,,,,England,,,48.94994,-55.66492,Windsor
Winginund's Town,[],,,,,,,,,,
Wintering Place,[],,,,,,,,47.2416,-53.94393,Watering Place
Wisachkim,[],,PA,,,place in Susquehanna Region,,,,,
Wisauchsican,[],,,,,place between the Muskingum and Ohio River,,,,,
Woachejeek Utoenink,[],,,,,,,,,,
Woaketammeki,[],,,,,,,,,,
Woaketammeki Muskingum County,"['Wackatomake', 'W[?]']",,OH,,,near Dresden,,,,,
Woaketammeki Shawnee town on Muskingum River,"['Woakatammike', 'Woaktammike', 'Woaktammuk']",,OH,,,,H,,,,
Woapicamikunk,[],,IN,,,White River | also White Clay River & White River,,,,,
Woapicamikunk White River,['Wabicamigunk'],,IN,,,,H,,38.41421,-87.74253,White River
Woapikamik,[],,,,,,,,,,
Woapikamik Sipo,[],,IN,,,White River,,,,,
Woapikamikunk,[],,IN,,,White River | Delaware Town,,,,,
Woapiminschijeek,['Where the chestnut trees grow'],,IN,,,,,,,,
Woapimintshi,['Chestnut tree'],,IN,,,White River,,,,,
Woapisitschankgissigabawik,[],,,,,,,,,,
Woapisitschankgissigabewik,"['Swan standing on the tips of his toes', 'Wabisìtschangìasigabawit']",,08,,,,,,,,
Wolf Creek,[],115,OH,,,,H,,,,
Wolf Mountain,[],,,,,Pocono Mountains,T,,48.13327,-56.81502,Wolf Mountain
Wolf Mountain,[],089,PA,,,,T,,,,
Wolf's Mountain,[],089,PA,,,,T,,,,
Women's Town,[],,,,,,,,,,
Wood Creek,[],065,NY,,,,H,,43.38701,-75.47045,Wood Creek
Woodbeck's Tavern,[],,,,,New York Geographic Names | place about halfway between Kingston and Albany,,,,,
Woodbury,[],005,CT,,,,,,41.54454,-73.209,Woodbury
Wooster,[],169,OH,,,,,,40.80517,-81.93646,Wooster
Wulamanink,[],,OH,,,Vermilion River | Paint River,,,,,
Wulunk,"['Wheeling', 'West Virginia']",,,,,,,,36.32034,-91.8632,Wheeling
Wurtemberg,[],,,DE,,,,,50.3146,11.2628,Wirtemberg
Wyalusing,['Wihilusing'],,,,,,,,41.66813,-76.26188,Wyalusing
Wyalusing,"['Wiolousing', 'Wihilusing']",015,PA,,,Friedenshutten,,,41.66813,-76.26188,Wyalusing
Wyalusing Creek,['Wichlusing'],015,PA,,,,H,,41.66174,-76.26632,Wyalusing Creek
Wyalusing Creek,[],,,,,,H,,41.66174,-76.26632,Wyalusing Creek
Wyalusing Island,[],015,PA,,,,,,41.66813,-76.26188,Wyalusing
Wyandot Lower Town,[],,OH,,,Sandusky River,,,,,
Wyandot Town,[],175,OH,,,Upper Sandusky,,,,,
Wyandot Town,[],,,,,east bank below the lower rapids of Sandusky River,,,,,
Wyandot Towns,[],,,,,,,,,,
Wyoming,[],,WY,,,,,,41.47747,-105.63666,Wyoming
Wyoming Hills,[],079,PA,,,,T,,,,
Wyoming Luzerne County,"['also Wyomack', 'Wajomick', 'Yomack', 'etc.']",,PA,,,,,,,,
Yellow Creek,[],081,OH,,,,H,,40.5734,-80.66702,Yellow Creek
York,['Yorktown'],,PA,,,,,York,39.9626,-76.72774,York
York,['Toronto'],3519,08,,,,,,44.00011,-79.46632,York
York County,[],133,PA,,,,,,39.91996,-76.72651,York County
Yorktown,"['presumably York', 'Pennsylvania']",,VA,,,,,,37.23858,-76.50894,Yorktown
Youngstown,[],,OH,,,,,Youngstown,41.09978,-80.64952,Youngstown
Yrene,[],,,,,,,,,,
Ysenburg-Budingen,[],,,DE,,,,,,,
Ysselstein,[],,,,,Holland,,,,,
Zanesville,[],,OH,,,Muskingum Co | Licking,,,39.94035,-82.01319,Zanesville
Zeisberger Island,[],,OH,,,Muskingum River,,,,,
Zeist,[],,,,,Holland,,,,,
Zeninga,[],,,,,Zenenge | Zeningo,,,,,
Zeninge,[],,,,,,,,,,
Zeninge,"['Shenango', 'Chenango']",007,NY,,,Upper Susquehanna near Binghamton,,,,,
Zoneschio,[],,NY,,,Zonesschio,,,,,
Zoneschio River,[],,,,,,H,,,,
Zurich,[],,,CH,,,,,47.36667,8.55,Zurich
kaskaskunk,[],,,,,,,,,,
